,Date,Price
817,2020-03-04,17.25 
818,2020-03-05,17.39 
819,2020-03-06,17.26 
820,2020-03-09,17.05 
821,2020-03-10,16.96 
822,2020-03-11,16.78 
823,2020-03-12,16.01 
824,2020-03-13,14.50 
825,2020-03-16,12.82 
826,2020-03-17,12.50 
827,2020-03-18,11.77 
828,2020-03-19,12.13 
829,2020-03-20,12.39 
830,2020-03-23,13.26 
831,2020-03-24,14.26 
832,2020-03-25,14.87 
833,2020-03-26,14.68 
834,2020-03-27,14.53 
835,2020-03-30,14.13 
836,2020-03-31,14.16 
837,2020-04-01,13.98 
838,2020-04-02,14.65 
839,2020-04-03,14.49 
840,2020-04-06,15.17 
841,2020-04-07,15.48 
842,2020-04-08,15.21 
843,2020-04-09,16.05 
844,2020-04-13,15.54 
845,2020-04-14,16.13 
846,2020-04-15,15.51 
847,2020-04-16,15.62 
848,2020-04-17,15.30 
849,2020-04-20,15.61 
850,2020-04-21,14.88 
851,2020-04-22,15.34 
852,2020-04-23,15.36 
853,2020-04-24,15.26 
854,2020-04-27,15.21 
855,2020-04-28,15.17 
856,2020-04-29,15.32 
857,2020-04-30,14.97 
858,2020-05-01,14.94 
859,2020-05-04,14.80 
860,2020-05-05,15.11 
861,2020-05-06,15.02 
862,2020-05-07,15.59 
863,2020-05-08,15.78 
864,2020-05-11,15.68 
865,2020-05-12,15.71 
866,2020-05-13,15.67 
867,2020-05-14,16.16 
868,2020-05-15,17.07 
869,2020-05-18,17.47 
870,2020-05-19,17.90 
871,2020-05-20,18.03 
872,2020-05-21,17.36 
873,2020-05-22,17.69 
874,2020-05-25,17.60 
875,2020-05-27,17.76 
876,2020-05-28,17.97 
877,2020-05-29,18.50 
878,2020-06-01,18.83 
879,2020-06-02,18.26 
880,2020-06-03,17.96 
881,2020-06-04,18.06 
882,2020-06-05,17.48 
883,2020-06-08,17.89 
884,2020-06-09,17.79 
885,2020-06-10,17.80 
886,2020-06-11,17.89 
887,2020-06-12,17.48 
888,2020-06-15,17.40 
889,2020-06-16,17.65 
890,2020-06-17,17.78 
891,2020-06-18,17.51 
892,2020-06-19,17.85 
893,2020-06-22,17.90 
894,2020-06-23,18.06 
895,2020-06-24,17.67 
896,2020-06-25,17.90 
897,2020-06-26,18.17 
898,2020-06-29,18.06 
899,2020-06-30,18.64 
900,2020-07-01,18.22 
901,2020-07-02,18.32 
902,2020-07-03,18.58 
903,2020-07-07,18.70 
904,2020-07-08,19.16 
905,2020-07-09,18.96 
906,2020-07-10,19.05 
907,2020-07-13,19.79 
908,2020-07-14,19.53 
909,2020-07-15,19.76 
910,2020-07-16,19.57 
911,2020-07-17,19.76 
912,2020-07-20,20.19 
913,2020-07-21,21.56 
914,2020-07-22,23.14 
915,2020-07-23,22.99 
916,2020-07-24,22.85 
917,2020-07-27,24.50 
918,2020-07-28,24.30 
919,2020-07-29,24.32 
920,2020-07-30,23.36 
921,2020-07-31,24.22 
922,2020-08-03,24.42 
923,2020-08-04,26.03 
924,2020-08-05,26.89 
925,2020-08-06,28.40 
926,2020-08-07,27.54 
927,2020-08-10,29.26 
928,2020-08-11,26.05 
929,2020-08-12,25.98 
930,2020-08-13,27.72 
931,2020-08-14,26.09 
932,2020-08-17,27.67 
933,2020-08-18,28.08 
934,2020-08-19,27.34 
935,2020-08-20,27.15 
936,2020-08-21,26.73 
937,2020-08-24,26.61 
938,2020-08-25,26.27 
939,2020-08-26,27.45 
940,2020-08-27,27.03 
941,2020-08-28,27.79 
942,2020-08-31,28.59 
943,2020-09-01,28.65 
944,2020-09-02,27.40 
945,2020-09-03,26.88 
946,2020-09-04,26.71 
947,2020-09-07,26.99 
948,2020-09-09,27.08 
949,2020-09-10,27.29 
950,2020-09-11,26.86 
951,2020-09-14,27.36 
952,2020-09-15,27.46 
953,2020-09-16,27.48 
954,2020-09-17,27.10 
955,2020-09-18,27.13 
956,2020-09-21,24.39 
957,2020-09-22,24.52 
958,2020-09-23,23.11 
959,2020-09-24,23.20 
960,2020-09-25,23.09 
961,2020-09-28,23.60 
962,2020-09-29,24.45 
963,2020-09-30,23.49 
964,2020-10-01,24.25 
965,2020-10-02,24.03 
966,2020-10-05,24.56 
967,2020-10-06,23.92 
968,2020-10-07,23.90 
969,2020-10-08,23.88 
970,2020-10-09,25.11 
971,2020-10-12,25.27 
972,2020-10-13,24.13 
973,2020-10-14,24.40 
974,2020-10-15,24.22 
975,2020-10-16,24.41 
976,2020-10-19,24.70 
977,2020-10-20,24.98 
978,2020-10-21,25.24 
979,2020-10-22,24.71 
980,2020-10-23,24.68 
981,2020-10-26,24.42 
982,2020-10-27,24.57 
983,2020-10-28,23.36 
984,2020-10-29,23.36 
985,2020-10-30,23.65 
986,2020-11-02,24.03 
987,2020-11-03,24.33 
988,2020-11-04,23.89 
989,2020-11-05,25.19 
990,2020-11-06,25.66 
991,2020-11-09,23.70 
992,2020-11-10,24.46 
993,2020-11-11,24.27 
994,2020-11-12,24.31 
995,2020-11-13,24.78 
996,2020-11-16,24.80 
